40, 60, 6
40, 80, 47
40, 80, 42
40, 80, 48
40, 80, 47
40, 80, 36
40, 80, 45
40, 80, 42
40, 80, 48
40, 80, 42
40, 80, 48
40, 80, 48
40, 80, 48
40, 80, 47
40, 80, 34
40, 80, 43
40, 80, 43
40, 80, 42
40, 80, 36
40, 80, 42
40, 80, 51
40, 80, 51
40, 80, 44
40, 80, 31
40, 80, 50
40, 80, 47
40, 80, 45
40, 80, 34
40, 80, 44
40, 80, 54
40, 80, 50
40, 80, 42
40, 80, 43
40, 80, 54
40, 80, 48
40, 80, 43
40, 80, 50
40, 80, 43
40, 80, 48
40, 80, 42
40, 80, 50
40, 80, 42
40, 80, 31
40, 80, 54
40, 80, 45
40, 80, 44
40, 80, 43
40, 100, 39
40, 100, 49
40, 100, 58
40, 100, 48
40, 100, 58
40, 100, 39
40, 100, 45
40, 100, 55
40, 100, 47
40, 100, 43
40, 100, 39
40, 100, 39
40, 100, 54
40, 100, 32
40, 100, 55
40, 100, 47
40, 100, 32
40, 100, 47
40, 100, 45
40, 100, 43
40, 100, 45
40, 100, 44
40, 100, 46
40, 100, 41
40, 100, 32
40, 100, 46
40, 100, 46
40, 100, 47
40, 100, 46
40, 100, 55
40, 100, 46
40, 100, 45
40, 100, 44
40, 100, 32
40, 100, 58
40, 100, 41
40, 100, 40
40, 100, 54
40, 100, 54
40, 100, 46
40, 100, 47
40, 100, 44
40, 100, 52
40, 100, 41
40, 100, 32
40, 100, 55
40, 100, 43
40, 100, 44
40, 100, 49
40, 100, 45
40, 100, 46
40, 100, 46
40, 100, 48
40, 100, 46
40, 100, 49
40, 100, 52
40, 100, 46
40, 100, 45
40, 100, 55
40, 100, 45
40, 100, 76
40, 100, 48
40, 100, 55
40, 100, 32
40, 100, 41
40, 100, 39
50, 40, 9
50, 60, 27
50, 60, 22
50, 60, 26
50, 60, 32
50, 60, 27
50, 60, 49
50, 60, 32
50, 60, 20
50, 60, 30
50, 60, 26
50, 60, 28
50, 60, 37
50, 60, 31
50, 60, 27
50, 60, 27
50, 60, 28
50, 60, 26
50, 60, 37
50, 60, 28
50, 60, 16
50, 60, 27
50, 80, 1
50, 80, 20
50, 80, 1
50, 80, 29
50, 80, 20
50, 80, 35
50, 80, 6
50, 80, 29
50, 80, 35
50, 80, 35
50, 80, 34
50, 80, 21
50, 80, 6
50, 80, 20
50, 80, 1
50, 80, 29
50, 80, 35
50, 80, 35
50, 80, 41
50, 80, 24
50, 80, 29
50, 80, 34
50, 80, 20
50, 80, 35
50, 80, 31
50, 80, 21
50, 80, 35
50, 80, 25
50, 100, 50
50, 100, 56
50, 100, 57
50, 100, 35
50, 100, 62
50, 100, 56
50, 100, 50
50, 100, 37
50, 100, 50
50, 100, 62
50, 100, 61
50, 100, 48
50, 100, 57
50, 100, 50
50, 100, 56
50, 100, 57
50, 100, 35
50, 100, 48
50, 100, 53
50, 100, 60
50, 100, 62
50, 100, 38
50, 100, 38
50, 100, 46
50, 100, 37
50, 100, 62
50, 100, 57
50, 100, 39
